UKPRN,EstablishmentName
,ARNBROOK Children's Centre
10044149,Arnbrook Primary School
10083004,Arnesby Church of England Primary School
10076913,Arnett Hills Junior Mixed and Infant School
10022931,Arnfield Independent School
10075309,Arnhem Wharf Primary School
10075115,Arno Vale Junior School
10034092,Arnold Academy
,ARNOLD Children's Centre
10081517,Arnold Hill Academy
10018625,Arnold House School
10018816,Arnold Lodge School
10069279,Arnold Mill Primary and Nursery School
,Arnold Nursery School and Children's Centre
10075235,Arnold View Primary School
10072809,Arnold Woodthorpe Infant School
10079162,Arnot St Mary CofE Primary School
10035852,Arnside National CofE School
,Around Poplar Children's Centre
10078491,Arreton St George's Church of England Controlled Primary School
10038446,Arrow Vale RSA Academy
10057687,Arthur Bugler Primary School
10031362,Arthur Mellows Village College
10013526,Arts and Media School Islington
10000381,Arts Educational School
10000385,Arts University Bournemouth
,Arun Court School
10078984,Arundale Primary School
10075473,Arundel CofE Primary School
10063680,Arundel Court Primary Academy and Nursery
10073862,"Arunside School, Horsham"
10078154,Asby Endowed School
10069744,Ascot Heath Primary School
10046825,Ascot Road Community Free School
10040626,Asfordby Hill Primary School
10073477,Ash Cartwright and Kelsey Church of England Primary School
10076768,Ash Church of England Primary School
10067767,Ash Croft Primary Academy
10037053,Ash Field Academy
10073874,Ash Grange Primary School
,Ash Grange Sure Start Children's Centre
,Ash Green Children's Centre
10075633,Ash Green Community Primary School
10057115,Ash Green Primary Academy
10036161,Ash Green School
10044299,Ash Grove Academy
,Ash Grove Children's Centre
10081953,Ash Grove Primary Academy
10035003,Ash Hill Academy
10068890,Ash Hill Primary School
10014826,Ash Lea School
10014862,Ash Manor School
10047468,Ash Trees Academy
10077262,Ashbourne Hilltop Primary and Nursery School
10008898,Ashbourne Independent School
10073287,Ashbourne Primary School
10071114,Ashbridge Independent School
10076487,Ashbrook Infant School
10070686,Ashbrook Junior School
10084230,Ashbrook School
10077559,Ashbrooke House School
10073484,Ashbrooke School
10068768,Ashbrow School
10074671,Ashburnham Community School
10033413,Ashburton Primary School
10071788,Ashbury Meadow Primary School
,Ashbury Meadow Sure Start Children's Centre
10080563,Ashbury with Compton Beauchamp Church of England (A) Primary School
,Ashby Children's Centre
10066612,Ashby Fields Primary School
10038562,Ashby Hill Top Primary School
10038679,Ashby School
,Ashby Sure Start Children's Centre
10057860,Ashby Willesley Primary School
10073420,Ashby-de-la-Zouch Church of England Primary School
10080695,Ashchurch Primary School
,Ashcombe Children's Centre
10065062,Ashcombe Primary School
10071232,Ashcott Primary School
10014869,Ashcroft High School
10072780,Ashcroft Infants' School
10015980,Ashcroft School
10021078,Ashcroft Technology Academy
10080712,Ashdon Primary School
10014907,Ashdown House School
10072145,Ashdown Primary School
10036962,Ashfield Comprehensive School
10077732,Ashfield Infant & Nursery School
10077132,Ashfield Junior School
10078144,Ashfield Junior School
,Ashfield Nursery School
10070798,Ashfield Park Primary School
10072275,Ashfield Primary School
10070061,Ashfield Valley Primary School
10018744,Ashfold School
10076730,Ashford CofE Primary School
10080636,Ashford Hill Primary School
10071720,Ashford Oaks Community Primary School
10069188,Ashford Park Primary School
10008077,Ashford School
10069074,"Ashford, St Mary's Church of England Primary School"
10083493,Ashgate Croft School
,Ashgate Nursery School
10076702,Ashgate Primary School
10078217,Ashgate Specialist Support Primary School
10077614,Ashgrove School Ltd
10066613,Ashill Community Primary School
10079250,Ashill Voluntary Controlled Primary School
10035152,Ashingdon Primary Academy
10064774,Ashington Academy
10076276,Ashington CofE Primary School
,Ashington/Morpeth Children's Centre
10078800,Ashlands Church of England First School
10075651,Ashlands Primary School
10033253,Ashlawn School
10027836,Ashlea House School
10068066,Ashleigh CofE  Primary School
10069641,Ashleigh Primary School
10068737,"Ashleigh Primary School and Nursery, Wymondham"
10072379,Ashleworth Church of England Primary School
10047180,Ashley Church of England Primary School
10025484,Ashley College
10074580,Ashley Down Primary School
10014996,Ashley High School
,Ashley Hill Primary School
10080445,Ashley Infant School
10076988,Ashley Junior School
10072194,Ashley Primary School
10000405,Ashlyns School
10069370,Ashmead Combined School
10074623,Ashmead Primary School
10031563,Ashmole Academy
10074664,Ashmole Primary School
10056951,Ashmole Primary School
,Ashmore Park Nursery School
10074673,Ashmount Primary School
10017095,Ashmount School
10079796,Ashover Primary School
10033294,Ashperton Primary Academy
,Ashtead Sure Start Children's Centre
10077970,Ashton CofE Primary School
10014975,Ashton Community Science College
10069016,Ashton Gate Primary School
10077819,Ashton Hayes Primary School
10077602,Ashton House School
10075454,Ashton Keynes Church of England Primary School
10066296,Ashton Park School
10072985,Ashton Primary School
10082366,Ashton Sixth Form College
10071346,Ashton St Peter's VA C of E School
,Ashton Sure Start Children's Centre
,Ashton upon Mersey Children's Centre
10066348,Ashton Vale Primary School
10048963,Ashton West End Primary Academy
10037238,Ashton-on-Mersey School
10073427,Ashton-on-Ribble St Andrew's Church of England Primary School
10068755,Ashton-under-Hill First School
10079534,Ashtree Primary School and Nursery
10075472,Ashurst CofE Primary School
10073118,Ashurst Primary School
10079772,Ashurst Wood Primary School
10017175,Ashville College
10076105,Ashwater Primary School
10070791,Ashwell Primary School
10074244,Ashwicken Church of England Voluntary Aided Primary School
10068846,Ashwood Park Primary School
10081422,Ashwood Spencer Academy
,Ashworth Nursery School
10073696,Askam Village School
,Askern Children's Centre
10082356,Askern Littlemoor Infant Academy
10082355,Askern Moss Road Infant Academy
10000415,Askham Bryan College
10078107,Askrigg Voluntary Controlled Primary School
10047808,Askwith Community Primary School
10062511,Aslacton Primary School
10077279,Aspatria Richmond Hill School
10063685,Aspin Park Academy
10061807,Aspire
10045419,Aspire Academy
10047212,Aspire Academy
10064754,Aspire Academy Bexley
10067189,"ASPIRE Centre, Kings Leadership Academy Liverpool"
10073525,ASPIRE: Lifeskills Learning Centre
,Aspiring Foundations Federated Nursery Schools - Ditton Nursery School
,Aspiring Foundations Federated Nursery Schools - Warrington Road Nursery School
,Aspley Children's Centre
10077803,Aspley Guise Lower School
10073724,Aspull Church Primary School
10073614,Asquith Primary School
10073608,Asquith Primary School
10039313,Assess Education
10079148,Assunnah Primary School
10071817,Assure Community College
10067052,Astbury St Mary's CofE Primary School
10082665,Asterdale Primary School
,Astley & Buckshaw Childrens Centre
10070399,Astley CofE Primary School
10000438,Astley Community High School
10064488,Astley Primary School
10068858,Astmoor Primary School
10033573,Aston Academy
10048085,Aston All Saints CofE (A) Primary School
10080582,Aston and Cote Church of England Primary School
10077842,Aston by Sutton Primary School
10077306,Aston Clinton School
10072605,Aston Fence Junior and Infant School
10018598,Aston Fields Middle School
10057579,Aston Hall Junior and Infant School
10057576,Aston Lodge Primary School
10034151,Aston Manor Academy
10080579,Aston Rowant Church of England Primary School
10070375,Aston St Mary's Church of England Aided Primary School
10056062,Aston Tower Community Primary School
10007759,Aston University
10037492,Aston University Engineering Academy
10079795,Aston-on-Trent Primary School
10037500,Astor College (A Specialist College for the Arts)
10067898,Astrea Academy Sheffield
10081059,Astrea Academy Woodfields
10043472,Astwood Bank Primary School
10057028,Atam Academy
,Ateres Elisheva Girls Primary School
10070583,Ateres Girls High School
10074647,Athelney Primary School
,Athelstan (Handsworth) Children's Centre
10073044,Athelstan Primary School
10022953,Athena School
,Athersley Family Centre
10078194,Athersley North Primary School
,Atherstone Early Years Centre
,Atherstone Nursery School
10038717,Atherton Community School
10062840,Atherton St George's CofE Primary School
,Atherton Sure Start Children's Centre
10014914,Atkinson House School
10037472,Atkinson Road Primary Academy
10017705,Atkinson Secure Children's Home
10081514,Atlantic Academy
10065190,Atlantic Academy Portland
,Atlantic College
10065088,Atlas Academy
10061934,Atlas Community Primary School
10053997,Atrium Studio School
,Attenborough School
10044478,Attleborough Academy Norfolk
,Attleborough Area Children's Centre
10078580,Attleborough Primary School
10044479,Atwood Primary Academy
10017135,Auckland College
10016569,Auckland Education Centre
10035143,Auckley School
10072626,Audenshaw Primary School
10032161,Audenshaw School
10070478,Audlem St James' CofE Primary School
,Audley and Queen's Park Children's Centre
10074055,Audley Infant School
10079028,Audley Junior School
10071191,Audley Primary School
10061387,Audley Primary School
,Audrey Drive Children's Centre
10069057,Aughton Christ Church Church of England Voluntary Controlled Primary School
,Aughton Early Years Centre
,Aughton Early Years Centre
10061372,Aughton Junior Academy
10069048,Aughton St Michael's Church of England Primary School
10077708,Aughton Town Green Primary School
,Auldyn Infant School
10080868,Aureus Primary School
10064705,Aureus School
10063149,Auriol Junior School
10067746,Aurora Boveridge College
,Aurora Boveridge College - The Beeches School
10028359,Aurora Brambles School
10017120,Aurora Eccles School
10067869,Aurora Hanley School
10067868,Aurora Hedgeway School
10071840,Aurora Keyes Barn School
10004290,Aurora Meldreth Manor School
10071836,Aurora Redehall School
10070571,Aurora Woodlands School
10073555,Austen House
10081001,Austhorpe Primary School
10047024,Austin Farm Academy
10014938,Austin Friars
,Austin Sunnyhill Children's Centre
10043087,Austrey CofE Primary School
10072013,Austwick Church of England VA Primary School
10078256,Avalon School
10014983,Avalon School
10054973,Avanti Court Primary School
10067899,Avanti Fields School
10084845,Avanti Gardens School
10084842,Avanti Hall School
10065210,Avanti House Primary School
10038152,Avanti House School
10084844,Avanti Park School
,Avebury Meadows Sure Start Children's Centre
10045014,Avecinna Academy
,Aveley Children's Centre P1-1
10082370,Aveley Primary School
10080694,Avening Primary School
,Avenor College
10025480,Avenue Centre for Education
10071156,Avenue House School
10075132,Avenue Junior School
10071848,Avenue Nursery and Pre-Preparatory School
10053779,Avenue Primary Academy
10081252,Avenue Primary School
10075284,Avenue Primary School
10038155,Aveton Gifford CofE Primary School
,Aviary Children's Centre
10070536,Avicenna Academy
10075178,Avigdor Hirsch Torah Temimah Primary School
10034671,Avishayes Community Primary School
10014873,Avocet House
10077593,Avon House School
10066253,Avon Park School
10057185,Avon Valley College
10084023,Avonbourne Boys' Academy
10037404,Avonbourne Girls Academy
10074666,Avondale Park Primary School
10071083,Avondale Preparatory School
10069918,Avondale Primary School
,Avonmore Neighbourhood Family Centre
10078012,Avonmore Primary School
,Avonmouth Children's Centre
10075935,Avonmouth Church of England Primary School
10080655,Awbridge Primary School
,Awel Y Môr Primary School
10073833,Awliscombe Church of England Primary School
,AWSWORTH Children's Centre
10067768,Awsworth Primary and Nursery School
10038627,Axbridge Church of England First School Academy
10063413,Axe Valley Academy
,Axe Valley Children's Centre
10047904,Axminster Community Primary Academy
10073325,Aycliffe Community Primary School
10079539,Aycliffe Drive Primary School
10017685,Aycliffe Secure Services
10073261,Aycliffe Village Primary School
